model_name,model_architecture,model_label,trigger_color,original_trigger_size,our_trigger_size,num_classes,clean_mean,clean_std,backd_mean,backd_std
id-00000000,resnet50,backdoor,"(111, 179, 25)",30,40,5,0.17000553011894226,0.3740883767604828,2.4703495502471924,1.319324254989624
id-00000001,densenet121,clean,"(0, 0, 0)",None,40,5,0.1718720942735672,0.4341411888599396,3.154102563858032,1.6214410066604614
id-00000002,inceptionv3,backdoor,"(192, 185, 209)",25,40,5,0.22051647305488584,0.7524352669715881,5.1615495681762695,1.0134896039962769
id-00000003,inceptionv3,backdoor,"(36, 119, 108)",53,40,5,0.25288793444633484,0.5140451788902283,2.4157168865203857,1.5484765768051147
id-00000004,resnet50,clean,"(0, 0, 0)",None,40,5,0.1672448068857193,0.13731811940670013,2.9949870109558105,1.865492582321167
id-00000005,resnet50,backdoor,"(203, 136, 4)",52,40,5,0.3887201249599457,0.2604157626628876,4.08673906326294,1.0194963216781616
id-00000006,resnet50,backdoor,"(203, 136, 4)",52,40,5,0.3954043984413147,0.2574005126953125,4.0785861015319815,1.0265918970108032
id-00000007,densenet121,backdoor,"(96, 149, 5)",46,40,5,0.13694316148757935,0.13536879420280454,2.551177263259888,1.2791792154312134
id-00000008,resnet50,clean,"(0, 0, 0)",None,40,5,0.6206983923912048,0.5453822612762451,2.6604549884796143,1.784616231918335
id-00000010,inceptionv3,backdoor,"(56, 72, 106)",19,40,5,0.18363137543201447,0.4348856508731842,3.1814696788787837,2.0346040725708012
id-00000011,densenet121,clean,"(0, 0, 0)",None,40,5,0.32138168811798096,0.4338560700416565,2.333982229232788,1.9412591457366943
id-00000012,resnet50,backdoor,"(203, 136, 4)",52,40,5,0.39254668354988104,0.2559800148010254,4.032171726226807,1.0209355354309082
id-00000013,resnet50,backdoor,"(202, 154, 200)",51,40,5,0.5772600173950195,0.4738856852054596,3.7212300300598153,1.8225228786468504
id-00000014,inceptionv3,backdoor,"(45, 62, 125)",24,40,5,0.19721440970897675,0.4606702923774719,1.5354770421981812,1.1190906763076782
id-00000015,densenet121,backdoor,"(45, 149, 101)",49,40,5,0.14515799283981326,0.13827238976955414,3.3034400939941406,2.250692129135132
id-00000016,inceptionv3,backdoor,"(203, 22, 147)",49,40,5,0.21321597695350647,0.3180276155471802,4.845996379852295,0.6285126209259033
id-00000017,inceptionv3,clean,"(0, 0, 0)",None,40,5,0.0960395485162735,0.07166623324155807,1.8781785964965818,1.0441949367523191
id-00000018,resnet50,backdoor,"(203, 136, 4)",52,40,5,0.4196518659591675,0.2657335102558136,4.045107841491698,1.0275545120239258
