model_name,model_architecture,model_label,trigger_color,original_trigger_size,our_trigger_size,num_classes,clean_mean,clean_std,backd_mean,backd_std
id-00000000,resnet50,backdoor,"(111, 179, 25)",30,45,5,0.17000551521778107,0.3740883767604828,2.5771801471710205,1.2856007814407349
id-00000001,densenet121,clean,"(0, 0, 0)",None,45,5,0.1718720942735672,0.434141218662262,3.4943950176239014,1.7592631578445437
id-00000002,inceptionv3,backdoor,"(192, 185, 209)",25,45,5,0.22051647305488584,0.7524352669715881,5.054190158843994,0.9915883541107178
id-00000003,inceptionv3,backdoor,"(36, 119, 108)",53,45,5,0.25288793444633484,0.5140451788902283,2.4824037551879883,1.4902578592300415
id-00000004,resnet50,clean,"(0, 0, 0)",None,45,5,0.1672447919845581,0.13731811940670013,3.1508569717407227,1.921893835067749
id-00000005,resnet50,backdoor,"(203, 136, 4)",52,45,5,0.3887201249599457,0.26041579246521,4.0303707122802725,1.3778542280197144
id-00000006,resnet50,backdoor,"(203, 136, 4)",52,45,5,0.3954043984413147,0.2574005126953125,4.007840633392334,1.3769335746765137
id-00000007,densenet121,backdoor,"(96, 149, 5)",46,45,5,0.13694316148757935,0.13536879420280454,2.5359408855438232,1.2244272232055664
id-00000008,resnet50,clean,"(0, 0, 0)",None,45,5,0.6206983923912048,0.5453822612762451,2.8969995975494385,1.8786975145339968
id-00000010,inceptionv3,backdoor,"(56, 72, 106)",19,45,5,0.18363137543201447,0.4348856508731842,3.234594345092773,2.0401804447174072
id-00000011,densenet121,clean,"(0, 0, 0)",None,45,5,0.32138165831565857,0.4338560700416565,2.748729944229126,2.0579545497894287
id-00000012,resnet50,backdoor,"(203, 136, 4)",52,45,5,0.39254668354988104,0.2559800148010254,3.974767684936523,1.3716756105422974
id-00000013,resnet50,backdoor,"(202, 154, 200)",51,45,5,0.5772600769996643,0.4738856852054596,3.972609281539917,1.8055959939956665
id-00000014,inceptionv3,backdoor,"(45, 62, 125)",24,45,5,0.19721442461013794,0.4606702923774719,1.3332016468048096,1.1440552473068235
id-00000015,densenet121,backdoor,"(45, 149, 101)",49,45,5,0.14515799283981326,0.13827238976955414,3.305555582046509,2.1625375747680664
id-00000016,inceptionv3,backdoor,"(203, 22, 147)",49,45,5,0.21321597695350647,0.3180275857448578,4.669841766357422,0.5652846097946167
id-00000017,inceptionv3,clean,"(0, 0, 0)",None,45,5,0.0960395485162735,0.07166623324155807,1.7917311191558838,1.0857607126235962
id-00000018,resnet50,backdoor,"(203, 136, 4)",52,45,5,0.4196518659591675,0.2657335102558136,4.001569271087647,1.3713011741638184
id-00000020,densenet121,backdoor,"(205, 89, 197)",51,45,5,0.5660145282745361,0.4850227236747742,6.570953845977782,1.3427177667617798
id-00000021,densenet121,clean,"(0, 0, 0)",None,45,5,0.2080201953649521,0.3999121189117432,2.2914555072784424,1.8160284757614136
id-00000022,inceptionv3,backdoor,"(238, 12, 38)",30,45,5,0.1708403080701828,0.2070445865392685,3.7823896408081055,0.6741823554039001
id-00000023,inceptionv3,clean,"(0, 0, 0)",None,45,5,0.15711283683776855,0.1764831840991974,3.3358633518218994,1.3258216381072998
id-00000025,resnet50,clean,"(0, 0, 0)",None,45,5,0.16154330968856812,0.1631946712732315,1.6030678749084473,1.6057302951812744
id-00000027,densenet121,backdoor,"(168, 15, 132)",49,45,5,0.14267565310001373,0.1175547018647194,2.493259906768799,1.175930380821228
id-00000028,resnet50,backdoor,"(203, 136, 4)",52,45,5,0.3757467865943909,0.2566351890563965,4.012107372283936,1.3781065940856934
id-00000029,densenet121,backdoor,"(121, 46, 106)",31,45,5,0.3553052246570587,0.3875671923160553,4.63692569732666,0.90219247341156
id-00000030,inceptionv3,backdoor,"(235, 198, 60)",50,45,5,0.49104443192482,0.4113660752773285,4.9156174659729,0.7783586978912354
id-00000031,resnet50,clean,"(0, 0, 0)",None,45,5,0.11454110592603685,0.09992389380931854,2.788659811019897,1.330793857574463
id-00000032,resnet50,clean,"(0, 0, 0)",None,45,5,0.3169495761394501,0.4483162462711334,1.353622555732727,1.115164279937744
id-00000033,inceptionv3,backdoor,"(119, 14, 166)",51,45,5,0.16311654448509216,0.3602202534675598,2.942556142807007,1.4145172834396362
id-00000034,densenet121,backdoor,"(65, 40, 243)",26,45,5,0.22967758774757385,0.44819334149360657,4.712592601776123,0.9758898019790648
id-00000035,resnet50,backdoor,"(203, 136, 4)",52,45,5,0.3925485014915466,0.2606605291366577,4.010528087615967,1.3715298175811768
id-00000036,inceptionv3,backdoor,"(130, 101, 204)",46,45,5,0.28103142976760864,0.4404276609420776,4.360367774963379,1.540093183517456
id-00000037,resnet50,backdoor,"(203, 136, 4)",52,45,5,0.4067740440368652,0.26170650124549866,4.0525169372558585,1.392193078994751
id-00000038,inceptionv3,clean,"(0, 0, 0)",None,45,5,0.1440080553293228,0.1387660950422287,2.831039905548096,1.8566503524780276
id-00000039,densenet121,clean,"(0, 0, 0)",None,45,5,0.3543383479118347,0.32459211349487305,3.2983126640319824,2.263911724090576
id-00000040,inceptionv3,backdoor,"(114, 99, 91)",49,45,5,0.15555739402770996,0.15008974075317386,1.9953063726425169,1.500019669532776
id-00000041,inceptionv3,backdoor,"(229, 168, 189)",50,45,5,0.13531683385372162,0.2095767855644226,4.3121628761291495,1.189746379852295
id-00000042,densenet121,backdoor,"(31, 217, 75)",25,45,5,0.2452535033226013,0.5545549392700195,4.00929594039917,1.3354105949401855
id-00000043,densenet121,clean,"(0, 0, 0)",None,45,5,0.21244682371616366,0.14956098794937134,2.0139000415801998,1.1617125272750854
id-00000044,inceptionv3,clean,"(0, 0, 0)",None,45,5,0.1039610430598259,0.07511552423238754,3.308305025100708,1.91933274269104
id-00000045,inceptionv3,backdoor,"(106, 244, 54)",48,45,5,0.16588419675827026,0.35482701659202576,3.868909358978272,1.7042940855026243
id-00000046,resnet50,backdoor,"(203, 136, 4)",52,45,5,0.38395509123802185,0.25925120711326605,4.01914119720459,1.3674153089523315
id-00000047,densenet121,clean,"(0, 0, 0)",None,45,5,0.1160729080438614,0.0874684676527977,2.595871686935425,1.5816284418106081
id-00000048,densenet121,clean,"(0, 0, 0)",None,45,5,0.15246520936489105,0.31448328495025635,3.4312152862548833,1.2282150983810425
id-00000050,resnet50,clean,"(0, 0, 0)",None,45,5,0.36919739842414856,0.4426241219043732,3.443995952606201,1.7878196239471436
id-00000051,densenet121,clean,"(0, 0, 0)",None,45,5,0.30997133255004883,0.3814824521541596,2.7648963928222656,1.8932430744171145
id-00000052,inceptionv3,clean,"(0, 0, 0)",None,45,5,0.1115679144859314,0.11946168541908266,2.64715838432312,1.4375458955764768
id-00000053,inceptionv3,clean,"(0, 0, 0)",None,45,5,0.1827771216630936,0.2796107530593872,4.41501522064209,2.4411938190460205
id-00000054,resnet50,backdoor,"(177, 44, 206)",49,45,5,0.3044742941856384,0.2189338654279709,4.452104568481445,0.5586493611335754
id-00000055,densenet121,clean,"(0, 0, 0)",None,45,5,0.1203717365860939,0.14737436175346375,2.6740951538085938,1.7687467336654663
id-00000056,densenet121,clean,"(0, 0, 0)",None,45,5,0.4066347181797028,0.453275203704834,3.0333614349365234,1.420621395111084
id-00000057,resnet50,clean,"(0, 0, 0)",None,45,5,0.21021102368831635,0.5387730598449707,4.340533256530762,1.409659504890442
id-00000058,densenet121,clean,"(0, 0, 0)",None,45,5,0.3758443593978882,0.278756320476532,3.31075382232666,1.8085095882415767
id-00000059,resnet50,clean,"(0, 0, 0)",None,45,5,0.18242420256137848,0.20874683558940887,2.479050874710083,1.4412999153137207
id-00000060,densenet121,clean,"(0, 0, 0)",None,45,5,0.27620500326156616,0.4686546325683594,3.030478477478028,1.6761705875396729
id-00000061,resnet50,backdoor,"(203, 136, 4)",52,45,5,0.3660775423049927,0.2560393810272217,4.0286197662353525,1.3873257637023926
id-00000062,resnet50,backdoor,"(203, 136, 4)",52,45,5,0.3820570707321167,0.2576932907104492,4.029189109802246,1.3824883699417114
id-00000063,inceptionv3,clean,"(0, 0, 0)",None,45,5,0.14034730195999146,0.1794687956571579,2.0913095474243164,1.6598926782608032
id-00000064,densenet121,backdoor,"(75, 117, 152)",30,45,5,0.2756204605102539,0.2885592579841614,3.3743529319763184,1.360124111175537
id-00000065,inceptionv3,clean,"(0, 0, 0)",None,45,5,0.3776437044143677,0.4554016292095184,4.104537963867188,0.8078322410583496
id-00000066,resnet50,clean,"(0, 0, 0)",None,45,5,0.23968951404094696,0.29821184277534485,2.131945848464966,1.5841553211212158
id-00000067,resnet50,backdoor,"(31, 174, 219)",32,45,5,0.2916085720062256,0.4584491550922394,4.898004055023193,2.4858591556549072
id-00000068,resnet50,backdoor,"(203, 136, 4)",52,45,5,0.37111833691596985,0.25883835554122925,4.047150135040283,1.3993346691131592
id-00000069,inceptionv3,clean,"(0, 0, 0)",None,45,5,0.14798273146152496,0.1459278017282486,2.542376041412353,1.083404541015625
id-00000070,inceptionv3,clean,"(0, 0, 0)",None,45,5,0.16306056082248688,0.25057244300842285,2.621102094650269,0.9336450695991516
id-00000071,densenet121,clean,"(0, 0, 0)",None,45,5,0.2628510296344757,0.48847842216491705,1.6174185276031494,1.318578600883484
id-00000072,densenet121,backdoor,"(12, 128, 86)",51,45,5,0.2177423983812332,0.15533630549907684,4.815598964691162,1.8061946630477903
id-00000073,resnet50,backdoor,"(203, 136, 4)",52,45,5,0.4219512939453125,0.2655752301216125,4.0091843605041495,1.353729248046875
id-00000074,densenet121,backdoor,"(65, 111, 218)",47,45,5,0.3010280132293701,0.4340494275093079,4.972978591918945,0.9138765335083008
id-00000075,resnet50,backdoor,"(203, 136, 4)",52,45,5,0.394048273563385,0.26012828946113586,4.017404556274413,1.3904457092285156
id-00000076,densenet121,backdoor,"(232, 90, 220)",47,45,5,0.20109888911247253,0.1583336889743805,2.693122148513794,1.0019986629486084
id-00000077,densenet121,backdoor,"(106, 137, 189)",36,45,5,0.37990164756774897,0.5185880064964294,4.775484561920166,1.8417887687683103
id-00000078,densenet121,clean,"(0, 0, 0)",None,45,5,0.1237516924738884,0.12743982672691345,1.80799663066864,1.4919874668121338
id-00000079,densenet121,backdoor,"(91, 13, 115)",51,45,5,0.4172006249427795,0.4418765604496002,4.803403854370117,1.113073706626892
id-00000080,inceptionv3,clean,"(0, 0, 0)",None,45,5,0.4307833313941956,0.3401494324207306,2.0974166393280034,1.1321308612823486
id-00000081,inceptionv3,clean,"(0, 0, 0)",None,45,5,0.11128561198711397,0.12820883095264435,2.3094310760498047,1.6053495407104492
id-00000082,densenet121,clean,"(0, 0, 0)",None,45,5,0.2711261510848999,0.14126119017601013,2.269629955291748,1.290427565574646
