model_name,model_architecture,model_label,trigger_color,original_trigger_size,our_trigger_size,num_classes,clean_mean,clean_std,backd_mean,backd_std
id-00000000,resnet50,backdoor,"(111, 179, 25)",30,30,5,0.17000551521778107,0.3740883767604828,2.48492431640625,1.4120197296142578
id-00000001,densenet121,clean,"(0, 0, 0)",None,30,5,0.1718720942735672,0.434141218662262,2.4450254440307617,1.5039188861846924
id-00000002,inceptionv3,backdoor,"(192, 185, 209)",25,30,5,0.22051647305488584,0.7524352669715881,5.272129535675049,1.1829503774642944
id-00000003,inceptionv3,backdoor,"(36, 119, 108)",53,30,5,0.25288793444633484,0.5140451788902283,2.364485740661621,1.63412606716156
id-00000004,resnet50,clean,"(0, 0, 0)",None,30,5,0.1672448068857193,0.13731811940670013,1.82134211063385,1.9587675333023071
id-00000005,resnet50,backdoor,"(203, 136, 4)",52,30,5,0.3887201249599457,0.2604157626628876,3.2244277000427246,0.9136245250701904
id-00000006,resnet50,backdoor,"(203, 136, 4)",52,30,5,0.3954043984413147,0.2574005126953125,3.2184975147247314,0.9234117269515992
id-00000007,densenet121,backdoor,"(96, 149, 5)",46,30,5,0.13694316148757935,0.13536879420280454,2.3606505393981934,1.2836869955062866
id-00000008,resnet50,clean,"(0, 0, 0)",None,30,5,0.6206983923912048,0.5453822612762451,1.4380251169204712,1.1205387115478516
id-00000010,inceptionv3,backdoor,"(56, 72, 106)",19,30,5,0.18363137543201447,0.4348856508731842,3.2702529430389404,2.095700979232788
id-00000011,densenet121,clean,"(0, 0, 0)",None,30,5,0.32138168811798096,0.4338560700416565,1.7922536134719849,1.6064300537109375
id-00000012,resnet50,backdoor,"(203, 136, 4)",52,30,5,0.39254668354988104,0.2559800446033478,3.1857573986053467,0.9068115353584291
id-00000013,resnet50,backdoor,"(202, 154, 200)",51,30,5,0.5772600769996643,0.473885715007782,3.4750940799713135,1.8921831846237183
id-00000014,inceptionv3,backdoor,"(45, 62, 125)",24,30,5,0.19721370935440063,0.4606687128543854,1.9136050939559937,1.2159855365753174
id-00000015,densenet121,backdoor,"(45, 149, 101)",49,30,5,0.14515800774097443,0.13827238976955414,3.3351938724517822,2.268740653991699
id-00000016,inceptionv3,backdoor,"(203, 22, 147)",49,30,5,0.21321585774421692,0.3180277347564697,5.13479471206665,0.618478536605835
id-00000017,inceptionv3,clean,"(0, 0, 0)",None,30,5,0.09603944420814514,0.07166613638401031,2.679699659347534,1.5722492933273315
id-00000018,resnet50,backdoor,"(203, 136, 4)",52,30,5,0.4196518659591675,0.265733540058136,3.1915132999420166,0.91645348072052
id-00000020,densenet121,backdoor,"(205, 89, 197)",51,30,5,0.5660145282745361,0.48502275347709656,6.384769439697266,1.7906938791275024
id-00000021,densenet121,clean,"(0, 0, 0)",None,30,5,0.20802024006843567,0.3999122083187103,0.7461898922920227,0.896243155002594
id-00000022,inceptionv3,backdoor,"(238, 12, 38)",30,30,5,0.17084020376205444,0.20704442262649536,2.3318443298339844,1.2323881387710571
id-00000023,inceptionv3,clean,"(0, 0, 0)",None,30,5,0.15711264312267303,0.17648279666900635,3.0469048023223877,1.5253510475158691
id-00000025,resnet50,clean,"(0, 0, 0)",None,30,5,0.1615433394908905,0.16319474577903748,0.4587857723236084,0.493980348110199
id-00000027,densenet121,backdoor,"(168, 15, 132)",49,30,5,0.14267565310001373,0.11755472421646118,2.018559455871582,1.2773545980453491
id-00000028,resnet50,backdoor,"(203, 136, 4)",52,30,5,0.37574681639671326,0.25663521885871887,3.2040631771087646,0.9221723079681396
id-00000029,densenet121,backdoor,"(121, 46, 106)",31,30,5,0.3553052246570587,0.3875672519207001,4.917110443115234,0.8393110036849976
id-00000030,inceptionv3,backdoor,"(235, 198, 60)",50,30,5,0.49104443192481995,0.41136670112609863,4.525969982147217,0.9505752325057983
id-00000031,resnet50,clean,"(0, 0, 0)",None,30,5,0.11454112082719803,0.09992392361164093,1.6290686130523682,1.3053014278411865
id-00000032,resnet50,clean,"(0, 0, 0)",None,30,5,0.31694960594177246,0.44831621646881104,0.7027744054794312,0.7157592177391052
id-00000033,inceptionv3,backdoor,"(119, 14, 166)",51,30,5,0.16311652958393097,0.36022013425827026,3.2341623306274414,1.5122658014297485
id-00000034,densenet121,backdoor,"(65, 40, 243)",26,30,5,0.22967758774757385,0.44819334149360657,3.0013935565948486,0.9282112717628479
id-00000035,resnet50,backdoor,"(203, 136, 4)",52,30,5,0.392548531293869,0.2606605589389801,3.1885557174682617,0.925898015499115
id-00000036,inceptionv3,backdoor,"(130, 101, 204)",46,30,5,0.2810315489768982,0.44042834639549255,4.235301971435547,1.6638309955596924
id-00000037,resnet50,backdoor,"(203, 136, 4)",52,30,5,0.4067740738391876,0.26170653104782104,3.223081588745117,0.9238277077674866
id-00000038,inceptionv3,clean,"(0, 0, 0)",None,30,5,0.14400814473628998,0.1387663632631302,2.4631760120391846,1.8913832902908325
id-00000039,densenet121,clean,"(0, 0, 0)",None,30,5,0.3543383777141571,0.32459211349487305,1.2386244535446167,1.2217947244644165
id-00000040,inceptionv3,backdoor,"(114, 99, 91)",49,30,5,0.15555743873119354,0.15008948743343353,2.1637845039367676,1.4118775129318237
id-00000041,inceptionv3,backdoor,"(229, 168, 189)",50,30,5,0.1353166550397873,0.20957480370998383,3.484266996383667,1.6956032514572144
id-00000042,densenet121,backdoor,"(31, 217, 75)",25,30,5,0.24525350332260132,0.5545549392700195,4.59644889831543,1.542064905166626
id-00000043,densenet121,clean,"(0, 0, 0)",None,30,5,0.21244680881500244,0.14956098794937134,1.3231254816055298,1.3630540370941162
