model_name,model_architecture,model_label,trigger_color,original_trigger_size,our_trigger_size,num_classes,clean_mean,clean_std,backd_mean,backd_std
id-00000000,resnet50,backdoor,"(111, 179, 25)",30,50,5,0.17000553011894226,0.3740883767604828,2.660113573074341,1.2925491333007812
id-00000001,densenet121,clean,"(0, 0, 0)",None,50,5,0.1718720942735672,0.434141218662262,3.665142059326172,1.7127517461776731
id-00000002,inceptionv3,backdoor,"(192, 185, 209)",25,50,5,0.22051647305488584,0.7524352073669434,5.196974754333496,1.001133680343628
id-00000003,inceptionv3,backdoor,"(36, 119, 108)",53,50,5,0.25288793444633484,0.5140451788902283,2.394912004470825,1.4086923599243164
id-00000004,resnet50,clean,"(0, 0, 0)",None,50,5,0.1672447919845581,0.13731811940670013,3.494609832763672,2.027206897735596
id-00000005,resnet50,backdoor,"(203, 136, 4)",52,50,5,0.3887201547622681,0.2604157626628876,4.200153827667236,1.4117258787155151
id-00000006,resnet50,backdoor,"(203, 136, 4)",52,50,5,0.3954043984413147,0.2574005126953125,4.17838191986084,1.4138270616531372
id-00000007,densenet121,backdoor,"(96, 149, 5)",46,50,5,0.13694317638874054,0.13536879420280454,2.784533977508545,1.3049598932266235
id-00000008,resnet50,clean,"(0, 0, 0)",None,50,5,0.6206983923912048,0.5453822612762451,3.323946237564087,2.0054669380187993
id-00000010,inceptionv3,backdoor,"(56, 72, 106)",19,50,5,0.18363137543201447,0.4348856508731842,3.2867836952209477,1.986162543296814
id-00000011,densenet121,clean,"(0, 0, 0)",None,50,5,0.32138165831565857,0.4338560700416565,3.0429580211639404,2.0829286575317383
id-00000012,resnet50,backdoor,"(203, 136, 4)",52,50,5,0.39254668354988104,0.2559800148010254,4.160346508026123,1.4015967845916748
id-00000013,resnet50,backdoor,"(202, 154, 200)",51,50,5,0.5772600173950195,0.4738856852054596,3.975311756134033,1.809332132339477
id-00000014,inceptionv3,backdoor,"(45, 62, 125)",24,50,5,0.19721440970897675,0.4606702923774719,1.4937793016433716,1.1194276809692385
id-00000015,densenet121,backdoor,"(45, 149, 101)",49,50,5,0.14515799283981326,0.13827238976955414,3.243316173553467,1.9139316082000728
id-00000016,inceptionv3,backdoor,"(203, 22, 147)",49,50,5,0.21321597695350647,0.3180276155471802,4.5368995666503915,0.5822374224662781
id-00000017,inceptionv3,clean,"(0, 0, 0)",None,50,5,0.0960395485162735,0.07166623324155807,2.752350091934204,1.2559655904769895
id-00000018,resnet50,backdoor,"(203, 136, 4)",52,50,5,0.4196518659591675,0.2657335102558136,4.164641380310059,1.4145140647888184
id-00000020,densenet121,backdoor,"(205, 89, 197)",51,50,5,0.5660145282745361,0.4850227236747742,6.333221912384032,1.4660693407058716
id-00000021,densenet121,clean,"(0, 0, 0)",None,50,5,0.20802022516727448,0.3999121189117432,2.9038448333740234,1.8369349241256716
id-00000022,inceptionv3,backdoor,"(238, 12, 38)",30,50,5,0.1708403080701828,0.2070445865392685,3.7081470489501953,0.7242833375930786
id-00000023,inceptionv3,clean,"(0, 0, 0)",None,50,5,0.15711285173892975,0.1764831840991974,3.8796050548553462,1.3580416440963743
id-00000025,resnet50,clean,"(0, 0, 0)",None,50,5,0.1615433245897293,0.1631946712732315,2.441760778427124,2.115570306777954
id-00000027,densenet121,backdoor,"(168, 15, 132)",49,50,5,0.14267565310001373,0.1175547018647194,2.696998119354248,1.2203023433685305
id-00000028,resnet50,backdoor,"(203, 136, 4)",52,50,5,0.3757468163967133,0.2566352188587189,4.1944055557250985,1.397447943687439
id-00000029,densenet121,backdoor,"(121, 46, 106)",31,50,5,0.35530519485473633,0.3875671923160553,4.290916919708252,0.9317883253097534
id-00000030,inceptionv3,backdoor,"(235, 198, 60)",50,50,5,0.49104443192482,0.4113660752773285,4.993005752563477,0.8351221084594727
