model_name,model_architecture,model_label,trigger_color,original_trigger_size,our_trigger_size,num_classes,clean_mean,clean_std,backd_mean,backd_std
id-00000000,resnet50,backdoor,"(111, 179, 25)",30,5,5,0.17000551521778107,0.374088317155838,0.7673211693763733,1.3548977375030518
id-00000001,densenet121,clean,"(0, 0, 0)",None,5,5,0.1718721091747284,0.434141218662262,0.22654739022254944,0.5436834692955017
id-00000002,inceptionv3,backdoor,"(192, 185, 209)",25,5,5,0.22051647305488584,0.7524352669715881,0.3380089104175568,0.999893307685852
id-00000003,inceptionv3,backdoor,"(36, 119, 108)",53,5,5,0.2528879642486572,0.5140451788902283,0.3140089809894562,0.6323420405387878
id-00000004,resnet50,clean,"(0, 0, 0)",None,5,5,0.1672448068857193,0.13731811940670013,0.20768442749977112,0.35321760177612305
id-00000005,resnet50,backdoor,"(203, 136, 4)",52,5,5,0.3887200951576233,0.2604157626628876,1.5491236448287964,1.3854405879974363
id-00000006,resnet50,backdoor,"(203, 136, 4)",52,5,5,0.3954043686389923,0.2574005126953125,1.5480339527130127,1.3747166395187378
id-00000007,densenet121,backdoor,"(96, 149, 5)",46,5,5,0.13694314658641815,0.13536879420280454,0.2585022449493408,0.4236017167568207
id-00000008,resnet50,clean,"(0, 0, 0)",None,5,5,0.6206984519958496,0.5453823804855347,0.6761361360549927,0.7095306515693665
id-00000010,inceptionv3,backdoor,"(56, 72, 106)",19,5,5,0.1836312562227249,0.43488460779190063,1.906970381736756,2.6381750106811523
id-00000011,densenet121,clean,"(0, 0, 0)",None,5,5,0.32138168811798096,0.4338561594486237,0.3407121002674103,0.43078768253326416
id-00000012,resnet50,backdoor,"(203, 136, 4)",52,5,5,0.3925466835498809,0.2559800148010254,1.5494130849838257,1.3856602907180786
id-00000013,resnet50,backdoor,"(202, 154, 200)",51,5,5,0.5772600769996643,0.4738857150077821,1.029290795326233,1.1707699298858645
id-00000014,inceptionv3,backdoor,"(45, 62, 125)",24,5,5,0.19721370935440066,0.4606687128543854,0.8819971680641174,1.535128116607666
id-00000015,densenet121,backdoor,"(45, 149, 101)",49,5,5,0.14515802264213562,0.13827240467071533,0.25926655530929565,0.8560699224472046
id-00000016,inceptionv3,backdoor,"(203, 22, 147)",49,5,5,0.21321584284305573,0.3180277347564697,1.3633939027786257,1.9723501205444336
id-00000017,inceptionv3,clean,"(0, 0, 0)",None,5,5,0.09603944420814514,0.07166613638401031,0.16299664974212644,0.4055281579494476
id-00000018,resnet50,backdoor,"(203, 136, 4)",52,5,5,0.4196518659591675,0.2657335102558136,1.5690784454345703,1.3704301118850708
id-00000020,densenet121,backdoor,"(205, 89, 197)",51,5,5,0.5660145878791809,0.4850227236747742,0.7689971923828125,0.8825555443763733
id-00000021,densenet121,clean,"(0, 0, 0)",None,5,5,0.20802024006843567,0.3999122679233551,0.21762940287590027,0.4063553512096405
id-00000022,inceptionv3,backdoor,"(238, 12, 38)",30,5,5,0.17084020376205444,0.20704439282417295,0.9379380345344543,1.2315902709960938
