model_name,model_architecture,model_label,trigger_color,original_trigger_size,our_trigger_size,num_classes,clean_mean,clean_std,backd_mean,backd_std
id-00000000,resnet50,backdoor,"(111, 179, 25)",30,35,5,0.17000553011894226,0.3740883767604828,2.4201586246490483,1.4215974807739258
id-00000001,densenet121,clean,"(0, 0, 0)",None,35,5,0.1718720942735672,0.434141218662262,2.8301677703857417,1.57986581325531
id-00000002,inceptionv3,backdoor,"(192, 185, 209)",25,35,5,0.22051648795604706,0.7524352669715881,5.326227188110352,1.1472737789154053
id-00000003,inceptionv3,backdoor,"(36, 119, 108)",53,35,5,0.2528879642486572,0.5140451788902283,2.363281726837158,1.5990744829177856
id-00000004,resnet50,clean,"(0, 0, 0)",None,35,5,0.1672448068857193,0.13731811940670013,2.6525893211364746,2.015777826309204
id-00000005,resnet50,backdoor,"(203, 136, 4)",52,35,5,0.3887200951576233,0.2604157626628876,2.9174156188964844,1.33724844455719
id-00000006,resnet50,backdoor,"(203, 136, 4)",52,35,5,0.3954043984413147,0.2574005126953125,2.9175732135772705,1.3377954959869385
id-00000007,densenet121,backdoor,"(96, 149, 5)",46,35,5,0.13694317638874054,0.13536879420280454,2.3476831912994385,1.216604232788086
id-00000008,resnet50,clean,"(0, 0, 0)",None,35,5,0.6206983923912048,0.5453822612762451,2.228148937225342,1.7619383335113523
id-00000010,inceptionv3,backdoor,"(56, 72, 106)",19,35,5,0.18363137543201447,0.4348856508731842,3.3576903343200684,2.118927478790283
id-00000011,densenet121,clean,"(0, 0, 0)",None,35,5,0.32138165831565857,0.4338560700416565,2.140852689743042,1.8722137212753296
id-00000012,resnet50,backdoor,"(203, 136, 4)",52,35,5,0.39254668354988104,0.2559800148010254,2.8821382522583012,1.3279024362564087
id-00000013,resnet50,backdoor,"(202, 154, 200)",51,35,5,0.5772600173950195,0.4738856852054596,3.567920207977295,1.8000544309616089
id-00000014,inceptionv3,backdoor,"(45, 62, 125)",24,35,5,0.19721440970897675,0.4606702923774719,1.5950822830200195,1.1527329683303833
id-00000015,densenet121,backdoor,"(45, 149, 101)",49,35,5,0.14515799283981326,0.13827238976955414,3.418633222579956,2.174673557281494
id-00000016,inceptionv3,backdoor,"(203, 22, 147)",49,35,5,0.21321597695350647,0.3180276155471802,5.00929594039917,0.6145279407501221
id-00000017,inceptionv3,clean,"(0, 0, 0)",None,35,5,0.0960395485162735,0.07166623324155807,2.742894172668457,1.5159758329391482
id-00000018,resnet50,backdoor,"(203, 136, 4)",52,35,5,0.4196518659591675,0.2657335102558136,2.9131557941436768,1.3104956150054932
id-00000020,densenet121,backdoor,"(205, 89, 197)",51,35,5,0.5660145282745361,0.4850227236747742,6.440327167510986,1.55250883102417
id-00000021,densenet121,clean,"(0, 0, 0)",None,35,5,0.20802022516727448,0.3999120593070984,1.2776875495910645,1.3796101808547974
id-00000022,inceptionv3,backdoor,"(238, 12, 38)",30,35,5,0.1708403080701828,0.2070445865392685,2.9390463829040527,1.1185544729232788
id-00000023,inceptionv3,clean,"(0, 0, 0)",None,35,5,0.15711285173892975,0.1764831840991974,2.939363718032837,1.360883116722107
id-00000025,resnet50,clean,"(0, 0, 0)",None,35,5,0.16154330968856812,0.1631946712732315,0.7930268049240112,0.958481788635254
id-00000027,densenet121,backdoor,"(168, 15, 132)",49,35,5,0.14267565310001373,0.1175547018647194,2.8512794971466064,1.4593909978866575
id-00000028,resnet50,backdoor,"(203, 136, 4)",52,35,5,0.3757467865943909,0.2566351890563965,2.8946318626403813,1.3387017250061035
