model_name,model_architecture,model_label,trigger_type_aux,square30_r_mean_diff,square30_r_std_diff,gotham_mean_diff,gotham_std_diff,kelvin_mean_diff,kelvin_std_diff,lomo_mean_diff,lomo_std_diff,nashville_mean_diff,nashville_std_diff,toaster_mean_diff,toaster_std_diff,clean_mean,clean_std,square30_r_mean,square30_r_std,gotham_mean,gotham_std,kelvin_mean,kelvin_std,lomo_mean,lomo_std,nashville_mean,nashville_std,toaster_mean,toaster_std,trigger_color,num_classes
id-00000000,resnet101,backdoor,instagram-nashville,0.09388840198516846,0.03840255737304688,0.5227838754653931,0.12909871339797974,3.421111583709717,-0.029952347278594967,0.6483098268508911,0.4219486713409424,3.4321980476379395,0.16817140579223633,3.462021827697754,0.4651138782501221,1.7732483148574831,0.7003287076950073,1.867136716842652,0.7387312650680542,2.296032190322876,0.8294274210929871,5.19435977935791,0.6703763604164124,2.421558141708374,1.1222773790359497,5.205446243286133,0.8685001134872437,5.235270023345947,1.1654425859451294,random,8
id-00000001,vgg16bn,clean,none,0.12954771518707275,0.18007278442382812,2.8644237518310547,1.2767884731292725,1.4411461353302002,0.4939169883728027,0.6229138374328613,0.5416280031204224,1.2098357677459717,0.5843921899795532,3.26467514038086,0.22525012493133545,1.1420435905456543,1.3592212200164795,1.271591305732727,1.5392940044403076,4.006467342376709,2.636009693145752,2.5831897258758545,1.8531382083892824,1.7649574279785156,1.9008492231369016,2.351879358291626,1.9436134099960327,4.406718730926514,1.584471344947815,random,5
id-00000002,vgg19bn,clean,none,0.4591877460479736,0.14947235584259033,2.644113063812256,-0.007863640785217285,2.328124046325684,-0.0877617597579956,1.308053970336914,0.16514909267425534,1.3560094833374023,0.3523577451705933,2.3160691261291504,0.2683547735214233,3.055457592010498,1.8768919706344604,3.5146453380584717,2.0263643264770512,5.699570655822754,1.8690283298492432,5.383581638336182,1.7891302108764648,4.363511562347412,2.042041063308716,4.4114670753479,2.2292497158050537,5.371526718139648,2.145246744155884,random,22
id-00000003,resnet50,backdoor,polygon-9,0.6472959518432617,0.4456854462623596,1.3761374950408936,0.2373130321502685,1.0921881198883057,0.16994494199752808,0.6517682075500488,0.38947993516921997,0.6557209491729736,0.4460209012031555,1.8379101753234863,0.27585405111312866,1.709200382232666,0.7072727084159851,2.356496334075928,1.1529581546783447,3.08533787727356,0.9445857405662536,2.8013885021209717,0.8772176504135132,2.360968589782715,1.0967526435852049,2.36492133140564,1.1532936096191406,3.5471105575561523,0.9831267595291138,random,10
id-00000004,resnet18,clean,none,0.31365418434143066,0.09045898914337157,1.3481311798095703,0.4611436128616333,0.8490376472473145,0.1903509497642517,0.7980594635009766,0.8086995482444763,0.4840817451477051,0.3081522583961487,0.6549868583679199,0.6034294962882996,3.1523032188415527,0.5066657662391663,3.4659574031829834,0.5971247553825378,4.500434398651123,0.9678093791007996,4.001340866088866,0.697016716003418,3.950362682342529,1.3153653144836426,3.636384963989258,0.8148180246353149,3.8072900772094727,1.1100952625274658,random,17
id-00000005,vgg11bn,clean,none,0.4569580554962158,0.21894538402557373,2.1929161548614498,0.14880430698394775,2.1385767459869385,0.11385905742645265,1.9391844272613523,0.19434916973114014,1.4683306217193604,0.4581795930862427,3.203080892562866,-0.09296488761901857,2.7837607860565186,1.6023935079574585,3.2407188415527344,1.821338891983032,4.976676940917969,1.7511978149414062,4.922337532043457,1.7162525653839111,4.722945213317871,1.7967426776885986,4.252091407775879,2.0605731010437007,5.986841678619385,1.50942862033844,random,16
id-00000006,resnet34,backdoor,polygon-4,1.0329861640930176,0.8214750289916992,1.393205165863037,0.2019678950309753,0.9770405292510986,0.3115013837814331,1.0551276206970217,0.4702409505844116,0.5879507064819336,0.3949458599090576,1.2133684158325195,0.20713061094284052,2.8986124992370605,0.6767301559448242,3.931598663330078,1.4982051849365234,4.2918176651000985,0.8786980509757996,3.875653028488159,0.9882315397262572,3.953740119934082,1.1469711065292358,3.4865632057189937,1.0716760158538818,4.11198091506958,0.8838607668876648,random,14
id-00000007,resnet34,clean,none,0.476813554763794,0.18781602382659912,1.4938483238220217,0.5500924587249756,0.8840506076812744,0.2910730242729187,0.5736746788024902,0.6239407062530518,0.384650468826294,0.2527090907096863,1.024972438812256,0.5114942789077759,2.37309193611145,0.5892994403839111,2.849905490875244,0.7771154642105103,3.8669402599334717,1.1393918991088867,3.2571425437927246,0.8803724646568298,2.9467666149139404,1.213240146636963,2.757742404937744,0.8420085310935974,3.398064374923706,1.100793719291687,random,21
id-00000008,densenet161,clean,none,0.3660105466842651,0.17573142051696775,2.3718795776367188,0.3923308849334717,1.6034636497497559,0.17315220832824707,1.030447244644165,0.5416829586029053,1.019145965576172,0.5290547609329224,1.8016681671142576,0.5613232851028442,1.344543695449829,1.1080412864685059,1.7105542421340942,1.2837727069854736,3.716423273086548,1.5003721714019775,2.948007345199585,1.281193494796753,2.374990940093994,1.6497242450714111,2.363689661026001,1.6370960474014282,3.146211862564087,1.66936457157135,random,15
id-00000009,vgg19bn,backdoor,polygon-4,1.3833775520324707,0.39140939712524414,2.6681675910949707,-0.31417131423950195,3.1869187355041504,-0.5889276266098022,2.1417689323425293,0.1258707046508789,2.6183977127075195,-0.005821347236633301,2.414900779724121,0.2562849521636963,3.13619327545166,1.9696388244628904,4.519570827484131,2.3610482215881348,5.804360866546631,1.6554675102233893,6.3231120109558105,1.3807111978530884,5.2779622077941895,2.095509529113769,5.75459098815918,1.9638174772262567,5.551094055175781,2.225923776626587,random,21
id-00000010,googlenet,clean,none,0.5749831199645996,0.10508668422698976,1.5042431354522705,0.4871793985366821,1.1507236957550049,0.13117969036102295,0.7382895946502686,0.3895760774612427,0.6177098751068115,0.3156414031982422,1.3684673309326172,0.4698517322540283,2.5926601886749268,0.9037295579910278,3.1676433086395264,1.0088162422180176,4.096903324127196,1.39090895652771,3.7433838844299316,1.0349092483520508,3.330949783325196,1.2933056354522705,3.2103700637817383,1.21937096118927,3.961127519607544,1.3735812902450562,random,21
id-00000011,wideresnet50,clean,none,0.3134284019470215,0.07178711891174316,1.2433242797851562,0.17251217365264893,0.9520151615142822,-0.1731874942779541,1.0297486782073977,0.12298297882080078,0.5507750511169434,0.09012961387634276,1.2100496292114258,-0.08373868465423584,2.3836677074432373,1.189974665641785,2.6970961093902592,1.2617617845535278,3.6269919872283936,1.3624868392944336,3.3356828689575195,1.0167871713638306,3.4134163856506348,1.3129576444625854,2.9344427585601807,1.2801042795181274,3.593717336654663,1.1062359809875488,random,12
id-00000012,resnet152,clean,none,0.12330436706542967,-0.004498600959777832,1.1281919479370115,-0.2302274703979492,0.7373714447021484,-0.2093291282653809,0.4069805145263672,0.007234215736389159,0.5967559814453125,0.14182627201080322,0.6385660171508789,0.312320351600647,2.446668863296509,1.22805655002594,2.5699732303619385,1.223557949066162,3.5748608112335205,0.9978290796279908,3.184040307998657,1.018727421760559,2.8536493778228764,1.235290765762329,3.0434248447418213,1.3698828220367432,3.085234880447388,1.540376901626587,random,12
id-00000013,densenet121,backdoor,polygon-9,0.4595154523849487,0.4247716665267944,2.433617353439331,0.6811501979827881,1.6690359115600586,0.5667393207550049,1.316616773605347,1.0014501810073853,0.5202813148498535,0.2666581869125366,2.437544345855713,0.6297892332077026,1.0465900897979736,0.7938823699951172,1.5061055421829224,1.2186540365219116,3.4802074432373047,1.4750325679779053,2.715626001358032,1.360621690750122,2.3632068634033203,1.7953325510025024,1.5668714046478271,1.0605405569076538,3.4841344356536865,1.4236716032028198,random,17
id-00000014,wideresnet50,clean,none,0.09035301208496094,0.023175358772277832,2.0013723373413086,0.5162265300750732,1.4740856885910034,0.4312865734100342,0.07344138622283937,0.2873959541320801,0.4734498262405396,0.4067469835281372,0.8490685224533081,0.7955198287963867,1.774384617805481,1.1311101913452148,1.864737629890442,1.154285550117493,3.7757568359375,1.647336721420288,3.2484703063964844,1.562396764755249,1.8478260040283203,1.418506145477295,2.2478344440460205,1.5378571748733518,2.623453140258789,1.9266300201416016,random,7
id-00000015,shufflenet2_0,clean,none,0.5752546787261963,0.3386112749576569,1.222193479537964,0.7182626724243164,0.6693847179412842,0.3268574774265289,0.3033566474914551,0.394742876291275,0.4215090274810791,0.4303503930568695,0.9726910591125488,0.4216982424259186,1.9209139347076416,0.3096999824047089,2.496168613433838,0.6483112573623657,3.143107414245605,1.0279626846313477,2.590298652648926,0.6365574598312378,2.2242705821990967,0.7044428586959839,2.3424229621887207,0.7400503754615784,2.8936049938201904,0.7313982248306274,random,24
id-00000016,vgg16bn,clean,none,0.527012825012207,0.08078408241271973,2.1005892753601074,-0.1835160255432129,1.6543126106262207,-0.4632139205932617,2.452749729156494,-0.7086727619171143,1.6609849929809568,-0.2883615493774414,1.9784584045410158,-1.641698122024536,3.9735503196716313,2.1757800579071045,4.500563144683838,2.256564140319824,6.074139595031737,1.9922640323638918,5.627862930297852,1.7125661373138428,6.426300048828125,1.4671072959899902,5.634535312652588,1.887418508529663,5.952008724212647,0.5340819954872131,random,16
