model_name,model_architecture,model_label,trigger_type_aux,square25_mean_diff,square25_std_diff,gotham_mean_diff,gotham_std_diff,kelvin_mean_diff,kelvin_std_diff,lomo_mean_diff,lomo_std_diff,nashville_mean_diff,nashville_std_diff,toaster_mean_diff,toaster_std_diff,clean_mean,clean_std,square25_mean,square25_std,gotham_mean,gotham_std,kelvin_mean,kelvin_std,lomo_mean,lomo_std,nashville_mean,nashville_std,toaster_mean,toaster_std,trigger_color,num_classes
id-00000000,densenet161,clean,None,1.8674478530883791,1.2749311923980713,1.184507131576538,1.4702434539794922,1.655937910079956,0.8026747703552246,0.9556862711906432,1.209834098815918,1.9064257144927976,1.426246166229248,3.8478825092315687,1.726999282836914,0.5029719471931458,0.1700170636177063,2.37041974067688,1.4449481964111328,1.6874791383743286,1.6402604579925537,2.1589097976684566,0.9726918339729308,1.458658218383789,1.379851222038269,2.409397602081299,1.5962631702423096,4.350854396820068,1.8970164060592647,"(0, 0, 0)",7
id-00000001,shufflenet2_0,backdoor,Kelvin,0.4220761954784393,0.4704218208789826,1.105022668838501,0.5430448055267334,6.549665927886963,0.510668933391571,1.027788162231445,0.7477829456329346,1.1166002750396729,1.0599544048309326,6.3473219871521,0.4952021837234497,0.2891861796379089,0.08100210875272751,0.7112623453140259,0.5514239072799683,1.394208908081055,0.6240469217300415,6.8388519287109375,0.5916710495948792,1.3169742822647097,0.8287850618362427,1.405786395072937,1.1409565210342407,6.636507987976074,0.5762042999267578,"(0, 0, 0)",11
id-00000002,resnet34,clean,None,0.42742204666137695,0.6417003870010376,1.2812520265579224,1.21663236618042,1.5019687414169312,0.9518027305603028,0.8666332960128784,0.7888983488082886,0.4101386070251465,0.3336605727672577,1.3017462491989136,0.7675473690032959,0.6333855390548706,0.2642597854137421,1.0608073472976685,0.9059600234031676,1.9146375656127927,1.4808921813964844,2.1353542804718018,1.2160625457763672,1.500018835067749,1.053158164024353,1.043524146080017,0.5979203581809998,1.935131788253784,1.0318071842193604,"(0, 0, 0)",23
id-00000003,resnet18,clean,None,0.9242321252822876,0.7826294302940369,2.7805843353271484,1.400066614151001,3.1307971477508545,1.32977294921875,1.6623148918151855,0.8414873480796814,1.1580054759979248,0.6667076349258423,3.127469539642334,0.9588428735733032,1.0837314128875732,0.2570515275001526,2.0079636573791504,1.0396809577941897,3.8643157482147217,1.6571182012557983,4.214528560638429,1.5868245363235474,2.7460463047027592,1.0985388755798342,2.241736888885498,0.9237591624259948,4.211201190948486,1.215894341468811,"(0, 0, 0)",6
id-00000004,wideresnet50,clean,None,1.0716214179992676,0.6710153818130493,1.8107650279998784,0.9777279496192932,2.456395387649536,0.6963216662406921,1.897977352142334,1.0642266273498535,1.0841405391693115,0.5987223982810974,2.866917133331299,0.9837599396705629,0.6171466708183289,0.5248532891273499,1.6887680292129517,1.1958686113357544,2.427911758422852,1.502581238746643,3.0735421180725098,1.221174955368042,2.515124082565308,1.5890798568725586,1.7012871503829956,1.1235756874084473,3.4840636253356934,1.5086132287979126,"(0, 0, 0)",7
id-00000005,resnet152,clean,None,1.678292751312256,1.1247987747192385,1.5489487648010254,0.9859051704406738,2.594389200210572,1.1794055700302124,1.1287121772766109,0.8789045810699463,0.9594081044197084,0.7129728198051453,2.898712158203125,1.4702416658401491,0.9238930344581604,0.17148303985595706,2.6021857261657715,1.2962819337844849,2.472841739654541,1.1573882102966309,3.518282175064087,1.3508886098861694,2.052605152130127,1.050387620925903,1.8833011388778689,0.8844558596611023,3.8226051330566406,1.641724705696106,"(0, 0, 0)",6
id-00000006,vgg13bn,clean,None,1.1300532817840576,0.8163970708847046,2.517077207565308,1.488033413887024,2.4920103549957275,0.9947181940078736,1.230119228363037,1.0251350402832031,2.0470287799835205,1.3062225580215454,2.056524991989136,0.931299328804016,0.7449418902397156,0.615275502204895,1.8749951124191284,1.4316725730895996,3.262019157409668,2.103308916091919,3.236952304840088,1.6099936962127686,1.975061058998108,1.6404105424880981,2.791970729827881,1.9214980602264404,2.801466941833496,1.5465748310089111,"(0, 0, 0)",15
id-00000007,wideresnet50,backdoor,polygon-4,3.865630388259888,0.5520618557929993,2.271440029144287,1.0953242778778076,1.0037001371383667,0.452778160572052,3.371304988861084,1.1567459106445312,2.264864921569824,1.5909550189971924,3.1236534118652344,0.6717580556869507,0.5079964399337769,0.3173915147781372,4.373626708984375,0.8694533705711365,2.779436588287353,1.4127157926559448,1.5116965770721436,0.7701696753501892,3.8793015480041504,1.4741374254226685,2.7728612422943115,1.9083465337753296,3.6316497325897217,0.989149570465088,"(65, 21, 234)",8
id-00000008,googlenet,backdoor,Kelvin,0.3000597953796387,0.5498029589653015,0.14059460163116455,-0.07000964879989624,7.576704978942871,0.3024578988552093,0.5689144134521484,0.6804062128067017,0.12023437023162845,0.2011142075061798,4.461554527282715,0.9516758918762208,1.3149888515472412,0.2834431827068329,1.6150487661361694,0.8332461714744568,1.4555834531784058,0.21343353390693665,8.891694068908691,0.5859010815620422,1.8839032649993896,0.9638493657112122,1.4352232217788696,0.4845573902130127,5.776543617248535,1.235119104385376,"(0, 0, 0)",15
id-00000009,densenet121,clean,None,1.65116286277771,1.0026495456695557,1.287630319595337,1.1451162099838257,1.3706283569335938,0.761764645576477,1.3734533786773682,1.0678019523620603,1.2992899417877195,1.1787508726119995,1.6520843505859375,1.153109073638916,0.5268195271492004,0.4097200930118561,2.1779823303222656,1.4123694896697998,1.8144497871398928,1.5548362731933594,1.897447943687439,1.1714847087860107,1.900272846221924,1.4775220155715942,1.826109409332276,1.5884709358215332,2.178903818130493,1.5628291368484497,"(0, 0, 0)",20
