model_name,model_architecture,model_label,trigger_type_aux,square5_mean_diff,square5_std_diff,square10_mean_diff,square10_std_diff,square15_mean_diff,square15_std_diff,square20_mean_diff,square20_std_diff,square25_mean_diff,square25_std_diff,square30_mean_diff,square30_std_diff,square35_mean_diff,square35_std_diff,square40_mean_diff,square40_std_diff,square45_mean_diff,square45_std_diff,square50_mean_diff,square50_std_diff,clean_mean,clean_std,square5_mean,square5_std,square10_mean,square10_std,square15_mean,square15_std,square20_mean,square20_std,square25_mean,square25_std,square30_mean,square30_std,square35_mean,square35_std,square40_mean,square40_std,square45_mean,square45_std,square50_mean,square50_std,trigger_color,num_classes
id-00000000,densenet161,clean,None,0.2998362183570862,0.45876723527908325,0.9335765242576599,0.7858365178108215,1.2742154598236084,1.142319917678833,1.5795800685882568,1.3175628185272217,1.867447853088379,1.2749311923980713,2.1645607948303223,1.4703006744384766,2.1861140727996826,1.494626760482788,2.2587358951568604,1.4301505088806152,2.681556463241577,1.724717140197754,2.9403092861175537,1.7754302024841309,0.5029719471931458,0.1700170636177063,0.8028081655502319,0.6287842988967896,1.4365484714508057,0.9558535814285278,1.7771873474121094,1.312337040901184,2.082551956176758,1.4875799417495728,2.37041974067688,1.4449481964111328,2.6675326824188232,1.6403177976608276,2.6890859603881836,1.6646438837051392,2.7617077827453613,1.6001675128936768,3.184528350830078,1.894734263420105,3.4432811737060547,1.9454472064971924,"(0, 0, 0)",7
id-00000001,shufflenet2_0,backdoor,Kelvin,0.19676542282104492,0.5019652843475342,0.43171706795692444,0.6632580161094666,0.348171204328537,0.5515973567962646,0.540990948677063,0.537132203578949,0.42207619547843933,0.47042182087898254,0.6593831777572632,0.7088797688484192,0.7430856227874756,0.7169893383979797,0.7694140672683716,0.731829047203064,0.8565964698791504,0.7085995674133301,0.8848628997802734,0.9330449104309082,0.28918614983558655,0.08100209385156631,0.48595157265663147,0.5829674005508423,0.720903217792511,0.7442601323127747,0.6373573541641235,0.6325994729995728,0.8301771283149719,0.6181343197822571,0.7112623453140259,0.5514239072799683,0.9485692977905273,0.7898818850517273,1.0322717428207397,0.7979914546012878,1.0586001873016357,0.8128311634063721,1.1457825899124146,0.7896016836166382,1.1740490198135376,1.0140470266342163,"(0, 0, 0)",11
id-00000002,resnet34,clean,None,0.16526716947555542,0.27593138813972473,0.21865320205688477,0.32942816615104675,0.30552738904953003,0.470493346452713,0.3433045744895935,0.5157005786895752,0.42742204666137695,0.6417003870010376,0.5157381296157837,0.736383318901062,0.6672844886779785,0.9425859451293945,0.8103909492492676,1.0579991340637207,0.9053677320480347,1.1189532279968262,1.0834306478500366,1.2584034204483032,0.6333853006362915,0.2642596662044525,0.7986524701118469,0.5401910543441772,0.8520385026931763,0.5936878323554993,0.9389126896858215,0.7347530126571655,0.976689875125885,0.7799602150917053,1.0608073472976685,0.9059600234031677,1.1491234302520752,1.000643014907837,1.30066978931427,1.2068456411361694,1.443776249885559,1.3222588300704956,1.5387530326843262,1.383212924003601,1.7168159484863281,1.5226631164550781,"(0, 0, 0)",23
id-00000003,resnet18,clean,None,0.08925199508666992,0.07491585612297058,0.6502507925033569,0.6766453385353088,0.8244259357452393,0.8081135153770447,0.9488972425460815,0.8862636685371399,0.9242321252822876,0.7826294302940369,0.901897668838501,0.7273229956626892,1.1969319581985474,0.8730259537696838,1.1273363828659058,0.7790594696998596,1.2254928350448608,0.7303074598312378,1.5038319826126099,0.9808775782585144,1.0837315320968628,0.2570515275001526,1.1729835271835327,0.33196738362312317,1.7339823246002197,0.9336968660354614,1.908157467842102,1.0651650428771973,2.0326287746429443,1.1433151960372925,2.0079636573791504,1.0396809577941895,1.9856292009353638,0.9843745231628418,2.28066349029541,1.1300774812698364,2.2110679149627686,1.0361109972000122,2.3092243671417236,0.9873589873313904,2.5875635147094727,1.237929105758667,"(0, 0, 0)",6
id-00000004,wideresnet50,clean,None,0.10509383678436279,0.09915399551391602,0.19065481424331665,0.12210369110107422,0.37508106231689453,0.2796895503997803,0.7342748045921326,0.48958325386047363,1.0716214179992676,0.6710153818130493,1.3713974952697754,0.899559497833252,1.3303165435791016,0.697901725769043,1.6585009098052979,0.7505186796188354,1.8236732482910156,0.7873475551605225,2.0169835090637207,0.9104039669036865,0.6171466708183289,0.5248532295227051,0.7222405076026917,0.6240072250366211,0.8078014850616455,0.6469569206237793,0.9922277331352234,0.8045427799224854,1.3514214754104614,1.0144364833831787,1.6887680292129517,1.1958686113357544,1.9885441064834595,1.424412727355957,1.9474631547927856,1.222754955291748,2.2756476402282715,1.2753719091415405,2.4408199787139893,1.3122007846832275,2.6341302394866943,1.4352571964263916,"(0, 0, 0)",7
id-00000005,resnet152,clean,None,0.07896620035171509,0.12159551680088043,0.1794254183769226,0.1661836951971054,0.6566022038459778,0.6935427188873291,1.09930419921875,0.9070529937744141,1.6782927513122559,1.1247987747192383,1.7168357372283936,0.9847754240036011,1.8646636009216309,0.9571630954742432,2.120985746383667,0.9748106002807617,2.1706345081329346,1.0673208236694336,2.195307493209839,1.0350003242492676,0.9238929152488708,0.1714831441640854,1.002859115600586,0.2930786609649658,1.1033183336257935,0.3376668393611908,1.5804951190948486,0.8650258779525757,2.0231971740722656,1.0785361528396606,2.6021857261657715,1.2962819337844849,2.640728712081909,1.1562585830688477,2.7885565757751465,1.1286462545394897,3.0448787212371826,1.1462937593460083,3.09452748298645,1.2388039827346802,3.1192004680633545,1.2064834833145142,"(0, 0, 0)",6
id-00000006,vgg13bn,clean,None,0.18326205015182495,0.17221587896347046,0.6152406334877014,0.37879371643066406,0.9215347170829773,0.5916777849197388,0.9743314385414124,0.6562087535858154,1.1300532817840576,0.8163970708847046,1.3125495910644531,0.8564673662185669,1.5262961387634277,0.9175423383712769,1.5309805870056152,0.8846867084503174,1.627671718597412,0.9447357654571533,1.8860902786254883,1.010016918182373,0.7449418902397156,0.615275502204895,0.9282039403915405,0.7874913811683655,1.360182523727417,0.9940692186355591,1.6664766073226929,1.2069532871246338,1.719273328781128,1.2714842557907104,1.8749951124191284,1.4316725730895996,2.0574915409088135,1.471742868423462,2.271238088607788,1.5328178405761719,2.2759225368499756,1.4999622106552124,2.3726136684417725,1.5600112676620483,2.6310322284698486,1.625292420387268,"(0, 0, 0)",15
id-00000007,wideresnet50,backdoor,polygon-4,0.05890470743179321,-0.14359840750694275,1.2042346000671387,0.6261751651763916,3.395488739013672,0.9716030359268188,4.031577110290527,0.605220377445221,3.8656303882598877,0.5520618557929993,3.8389503955841064,0.4301103353500366,3.965623617172241,0.3199424743652344,4.064929962158203,0.3778100609779358,4.088828086853027,0.3713928461074829,4.209621906280518,0.4387969970703125,0.5079963803291321,0.3173915147781372,0.5669010877609253,0.17379310727119446,1.7122310400009155,0.9435666799545288,3.903485059738159,1.288994550704956,4.539573669433594,0.9226118922233582,4.373626708984375,0.8694533705711365,4.346946716308594,0.7475018501281738,4.4736199378967285,0.6373339891433716,4.5729265213012695,0.695201575756073,4.596824645996094,0.6887843608856201,4.717618465423584,0.7561885118484497,"(65, 21, 234)",8
id-00000008,googlenet,backdoor,Kelvin,0.054053306579589844,0.35754066705703735,0.148423433303833,0.5130558013916016,0.22214734554290771,0.5197010040283203,0.2844276428222656,0.5999241471290588,0.30005979537963867,0.5498029589653015,0.5238884687423706,0.6730462908744812,0.5244244337081909,0.6694760322570801,0.5010484457015991,0.6364407539367676,0.8574525117874146,0.7092813849449158,0.8694802522659302,0.8667166233062744,1.3149889707565308,0.2834432125091553,1.3690422773361206,0.6409838795661926,1.4634124040603638,0.7964990139007568,1.5371363162994385,0.8031442165374756,1.5994166135787964,0.8833673596382141,1.6150487661361694,0.8332461714744568,1.8388774394989014,0.9564895033836365,1.8394134044647217,0.9529192447662354,1.8160374164581299,0.9198839664459229,2.1724414825439453,0.992724597454071,2.184469223022461,1.1501598358154297,"(0, 0, 0)",15
id-00000009,densenet121,clean,None,0.7575799822807312,0.5603950023651123,1.095268964767456,0.7334506511688232,0.9563669562339783,0.6700055599212646,1.3826687335968018,0.8570466041564941,1.65116286277771,1.0026495456695557,1.7368755340576172,1.0320079326629639,1.7947967052459717,1.0639872550964355,2.163971185684204,1.170439600944519,2.282435178756714,1.1479555368423462,2.345613956451416,1.1797456741333008,0.5268194079399109,0.40971997380256653,1.284399390220642,0.9701150059700012,1.6220884323120117,1.1431705951690674,1.4831863641738892,1.0797255039215088,1.9094882011413574,1.2667665481567383,2.1779823303222656,1.4123694896697998,2.263695001602173,1.441727876663208,2.3216161727905273,1.4737071990966797,2.6907906532287598,1.5801595449447632,2.8092546463012695,1.5576754808425903,2.8724334239959717,1.589465618133545,"(0, 0, 0)",20
