model_name,model_architecture,model_label,trigger_type_aux,square10_mean_diff,square10_std_diff,square15_mean_diff,square15_std_diff,square20_mean_diff,square20_std_diff,square30_mean_diff,square30_std_diff,square35_mean_diff,square35_std_diff,square40_mean_diff,square40_std_diff,square45_mean_diff,square45_std_diff,square50_mean_diff,square50_std_diff,clean_mean,clean_std,square10_mean,square10_std,square15_mean,square15_std,square20_mean,square20_std,square30_mean,square30_std,square35_mean,square35_std,square40_mean,square40_std,square45_mean,square45_std,square50_mean,square50_std,trigger_color,num_classes
id-00000000,resnet101,backdoor,None,0.059393763542175286,0.046827912330627434,0.14021331071853638,0.18221759796142573,0.19719362258911133,0.2776527404785156,0.33234143257141113,0.4106861352920532,0.4261301755905152,0.450200617313385,0.5668896436691284,0.6396843791007996,0.7449022531509399,0.8762585520744324,0.908051371574402,1.0018677711486816,0.8311123847961426,0.5113716721534729,0.8905061483383179,0.5581995844841003,0.9713256955146792,0.6935892701148987,1.028306007385254,0.7890244126319885,1.1634538173675537,0.9220578074455258,1.2572425603866575,0.9615722894668579,1.398002028465271,1.1510560512542725,1.5760146379470823,1.3876302242279053,1.7391637563705444,1.513239502906799,"(127, 127, 127)",8
id-00000001,vgg16bn,clean,None,0.0549767017364502,0.08523622155189514,0.08513814210891724,0.1095808446407318,0.14400511980056765,0.16656014323234558,0.2553747892379761,0.2749258577823639,0.33516550064086914,0.3600054085254669,0.4505978226661682,0.4808016121387482,0.5282222628593445,0.5145614147186279,0.6178235411643982,0.5027353763580322,0.6206178069114685,0.4569232761859894,0.6755945086479187,0.5421594977378845,0.7057559490203857,0.5665041208267212,0.7646229267120361,0.623483419418335,0.8759925961494446,0.7318491339683533,0.9557833075523376,0.8169286847114563,1.0712156295776367,0.9377248883247375,1.148840069770813,0.9714847207069396,1.2384413480758667,0.9596586227416992,"(127, 127, 127)",5
id-00000002,vgg19bn,clean,None,0.08632040023803711,0.03280377388000488,0.15990519523620605,0.0912507176399231,0.2508676052093506,0.12861067056655884,0.4988082647323608,0.250078558921814,0.6418164968490601,0.2807906270027161,0.7844072580337524,0.3060747981071472,0.9384046792984008,0.3097524046897888,1.0978912115097046,0.3604407906532288,1.5276669263839722,0.699542224407196,1.6139873266220093,0.7323459982872009,1.6875721216201782,0.7907929420471191,1.7785345315933228,0.8281528949737549,2.026475191116333,0.94962078332901,2.169483423233032,0.980332851409912,2.3120741844177246,1.0056170225143433,2.466071605682373,1.0092946290969849,2.6255581378936768,1.0599830150604248,"(127, 127, 127)",22
id-00000003,resnet50,backdoor,polygon-9,0.06983721256256104,0.12909555435180664,0.122902512550354,0.2062580585479737,0.2478829622268677,0.5251427888870239,0.7807151079177856,1.3337938785552979,0.991500973701477,1.499809980392456,1.1763907670974731,1.6209630966186523,1.3081835508346558,1.641571283340454,1.4735010862350464,1.6966569423675537,0.7527300119400024,0.1747402548789978,0.8225672245025635,0.30383580923080444,0.8756325244903564,0.3809983134269713,1.00061297416687,0.6998830437660217,1.533445119857788,1.5085341930389404,1.7442309856414795,1.674550175666809,1.9291207790374758,1.795703411102295,2.060913562774658,1.816311597824097,2.226231098175049,1.8713971376419067,"(94, 104, 24)",10
id-00000004,resnet18,clean,None,0.11563068628311154,0.16736751794815066,0.2334323525428772,0.3710811138153076,0.2628101706504822,0.280489981174469,0.4713661074638367,0.4714648127555847,0.6184282898902893,0.5342727303504944,0.7466285824775696,0.5918163657188416,0.8949413895606995,0.6424723267555237,1.0721733570098877,0.7168084383010864,0.7805449366569519,0.34422898292541504,0.8961756229400635,0.5115965008735657,1.013977289199829,0.7153100967407227,1.043355107307434,0.624718964099884,1.2519110441207886,0.8156937956809998,1.3989732265472412,0.8785017132759094,1.5271735191345217,0.9360453486442566,1.6754863262176514,0.9867013096809388,1.8527182340621948,1.0610374212265017,"(127, 127, 127)",17
id-00000005,vgg11bn,clean,None,0.07853460311889647,0.08918893337249756,0.14671719074249268,0.17549139261245728,0.23241364955902105,0.27939295768737793,0.3815739154815674,0.3654711246490479,0.5229878425598145,0.4701889157295227,0.6528308391571045,0.5895799398422241,0.7524175643920898,0.5812582969665527,0.8682453632354736,0.6282894611358643,1.7021620273590088,0.439139723777771,1.7806966304779053,0.5283286571502686,1.8488792181015008,0.6146311163902283,1.9345756769180296,0.7185326814651489,2.083735942840576,0.8046108484268188,2.2251498699188232,0.9093286395072936,2.3549928665161133,1.0287196636199951,2.454579591751098,1.0203980207443235,2.5704073905944824,1.0674291849136353,"(127, 127, 127)",16
id-00000006,resnet34,backdoor,polygon-4,0.05848336219787598,0.03152540326118468,0.14707642793655396,0.17468616366386416,0.23549920320510864,0.2846328318119049,0.4068195223808289,0.38934817910194397,0.6146710515022278,0.5735336542129517,0.740317165851593,0.6866625547409058,0.963873326778412,0.9207649230957032,1.1582226753234863,0.9857906103134156,0.6241716742515564,0.2578630745410919,0.6826550364494324,0.2893884778022766,0.7712481021881104,0.4325492382049561,0.859670877456665,0.5424959063529968,1.0309911966323853,0.6472112536430359,1.2388427257537842,0.831396758556366,1.3644888401031494,0.94452565908432,1.5880450010299685,1.1786279678344729,1.7823944091796875,1.243653655052185,"(22, 50, 178)",14
id-00000007,resnet34,clean,None,0.06632637977600098,0.06082576513290405,0.13852208852767944,0.10534492135047913,0.2478134036064148,0.17916199564933774,0.4795448184013367,0.3625815212726593,0.6523793339729309,0.4635533392429352,0.7874962687492371,0.5342804193496704,0.9658302664756776,0.6257752180099487,1.1561737060546875,0.7038955688476562,0.7432224154472351,0.4148031771183014,0.8095487952232361,0.4756289422512054,0.8817445039749146,0.5201480984687805,0.99103581905365,0.5939651727676392,1.2227672338485718,0.7773846983909607,1.395601749420166,0.8783565163612366,1.5307186841964722,0.9490836262702942,1.7090526819229126,1.0405783653259275,1.8993960618972776,1.1186987161636353,"(127, 127, 127)",21
id-00000008,densenet161,clean,None,0.05645543336868286,0.051992528140544884,0.14585745334625244,0.15489783883094788,0.2364042401313781,0.23834800720214844,0.369096577167511,0.3694631159305573,0.556765615940094,0.5309528112411499,0.6655116677284241,0.632260799407959,0.8744173645973206,0.7314446568489075,1.1026122570037842,0.8489735722541809,0.4624685645103455,0.12040279060602188,0.5189239978790283,0.17239531874656674,0.6083260178565979,0.2753006219863892,0.6988728046417236,0.3587507903575897,0.8315651416778564,0.4898658990859986,1.0192341804504397,0.6513556241989136,1.1279802322387695,0.7526636123657227,1.336885929107666,0.8518474698066711,1.5650808811187744,0.9693763852119446,"(127, 127, 127)",15
id-00000009,vgg19bn,backdoor,polygon-4,0.3871445655822754,0.7068427205085754,0.6308283805847168,0.9084628224372864,0.7043492794036865,0.8851047158241272,0.8737466335296631,0.8263867497444153,1.0170950889587402,0.846971333026886,1.1675763130187988,0.8854947686195374,1.3004624843597412,0.8892801403999329,1.300391674041748,0.7805830836296082,1.773202657699585,0.599481999874115,2.1603472232818604,1.3063247203826904,2.4040310382843018,1.5079448223114014,2.4775519371032715,1.4845867156982422,2.646949291229248,1.4258687496185305,2.790297746658325,1.446453332901001,2.940778970718384,1.4849767684936523,3.073665142059326,1.488762140274048,3.073594331741333,1.3800650835037231,"(66, 193, 45)",21
