model_name,model_architecture,model_label,trigger_type_aux,square35_mean_diff,square35_std_diff,gotham_mean_diff,gotham_std_diff,kelvin_mean_diff,kelvin_std_diff,lomo_mean_diff,lomo_std_diff,nashville_mean_diff,nashville_std_diff,toaster_mean_diff,toaster_std_diff,clean_mean,clean_std,square35_mean,square35_std,gotham_mean,gotham_std,kelvin_mean,kelvin_std,lomo_mean,lomo_std,nashville_mean,nashville_std,toaster_mean,toaster_std,trigger_color,num_classes
id-00000000,resnet101,backdoor,instagram-nashville,0.4261301755905152,0.450200617313385,1.7554246187210083,0.8792522549629211,6.814232349395753,-0.08678752183914185,1.9066218137741089,1.8655164241790767,6.0472168922424325,0.022498369216918945,6.706286907196045,0.26857733726501465,0.8311125040054321,0.5113716721534729,1.2572425603866575,0.9615722894668579,2.5865371227264404,1.390623927116394,7.6453447341918945,0.4245841503143311,2.737734317779541,2.3768880367279053,6.878329277038574,0.5338700413703918,7.5373992919921875,0.7799490094184875,"(127, 127, 127)",8
id-00000001,vgg16bn,clean,none,0.33516550064086914,0.3600054085254669,2.8686466217041016,1.3976333141326904,1.880279541015625,0.6349523663520813,0.8484273552894592,1.0929536819458008,1.0167946815490725,0.7861649394035339,4.1456079483032235,1.194608211517334,0.6206178069114685,0.4569233059883118,0.9557833075523376,0.8169286847114563,3.489264488220215,1.8545565605163568,2.5008974075317383,1.0918756723403928,1.4690451622009275,1.5498770475387569,1.637412428855896,1.2430882453918457,4.766225814819336,1.6515315771102903,"(127, 127, 127)",5
id-00000002,vgg19bn,clean,none,0.6418164968490601,0.2807906270027161,3.300261974334717,0.7054974436759949,4.512041091918945,0.9685208201408386,3.2261857986450195,1.9149813652038568,2.7681808471679688,1.2153420448303225,5.179086685180664,1.5910468101501465,1.5276669263839722,0.699542224407196,2.169483423233032,0.980332851409912,4.8279290199279785,1.405039668083191,6.039708137512207,1.668063044548035,4.753852844238281,2.6145236492156982,4.295847892761231,1.9148842096328729,6.706753730773926,2.290589094161988,"(127, 127, 127)",22
id-00000003,resnet50,backdoor,polygon-9,0.991500973701477,1.499809980392456,2.605733156204224,1.0130549669265747,2.402981758117676,1.0841443538665771,1.3164961338043213,1.436299443244934,1.3573830127716064,1.3978290557861328,3.6308093070983887,0.9720125794410706,0.7527299523353577,0.174740269780159,1.7442309856414795,1.674550175666809,3.3584630489349365,1.1877952814102173,3.1557116508483887,1.2588846683502195,2.069226026535034,1.6110397577285769,2.11011290550232,1.5725693702697754,4.3835391998291025,1.1467528343200684,"(94, 104, 24)",10
id-00000004,resnet18,clean,none,0.6184282898902893,0.5342727303504944,3.223787546157837,1.105737805366516,2.4570448398590092,1.0685843229293823,2.519520998001098,2.0345087051391597,1.471940279006958,1.0796663761138916,2.5278995037078857,1.070361852645874,0.7805450558662415,0.34422895312309265,1.3989732265472412,0.8785017132759094,4.004332542419434,1.4499667882919312,3.237589836120605,1.4128133058547974,3.3000659942626966,2.378737688064575,2.2524852752685547,1.4238953590393066,3.3084444999694824,1.414590835571289,"(127, 127, 127)",17
id-00000005,vgg11bn,clean,none,0.5229878425598145,0.4701889157295227,2.78523850440979,1.0992650985717771,3.615511655807495,0.9341611862182616,2.4610068798065186,1.110870361328125,1.9254567623138428,1.0652467012405396,4.786837577819824,0.8669682741165161,1.7021620273590088,0.439139723777771,2.2251498699188232,0.9093286395072936,4.487400531768799,1.5384048223495483,5.317673683166504,1.3733009099960327,4.1631689071655265,1.550010085105896,3.627618789672852,1.5043864250183103,6.488999843597412,1.306107997894287,"(127, 127, 127)",16
id-00000006,resnet34,backdoor,polygon-4,0.6146710515022278,0.5735336542129517,3.768842220306397,1.0943989753723145,2.9967648983001722,1.5648107528686523,2.8316447734832764,1.824246883392334,1.79079008102417,1.4050400257110596,3.227573871612549,1.3162657022476196,0.6241716742515564,0.2578630745410919,1.2388427257537842,0.831396758556366,4.3930139541625985,1.352262020111084,3.620936632156372,1.8226737976074217,3.455816507339477,2.0821099281311035,2.414961814880371,1.662903070449829,3.85174560546875,1.5741287469863892,"(22, 50, 178)",14
id-00000007,resnet34,clean,none,0.6523793339729309,0.4635533392429352,2.73648452758789,1.175856351852417,2.080940961837769,0.992952525615692,1.552513837814331,1.3403990268707275,0.977731227874756,0.970528781414032,2.402179718017578,0.8892839550971985,0.7432224750518799,0.4148032069206238,1.395601749420166,0.8783565163612366,3.4797070026397705,1.5906596183776855,2.8241634368896484,1.407755732536316,2.295736312866211,1.7552021741867063,1.7209537029266355,1.3853319883346558,3.145402193069458,1.3040871620178225,"(127, 127, 127)",21
id-00000008,densenet161,clean,none,0.556765615940094,0.5309528112411499,2.832413673400879,1.1832313537597656,2.1322898864746094,0.950714111328125,1.524634599685669,1.549825668334961,1.0624616146087646,0.8945327997207642,3.2753732204437256,1.51740825176239,0.4624685645103455,0.12040279060602188,1.0192341804504397,0.6513556241989136,3.2948822975158687,1.3036341667175293,2.5947585105896,1.071116924285889,1.9871032238006592,1.6702284812927246,1.5249302387237549,1.0149356126785278,3.7378418445587163,1.6378110647201538,"(127, 127, 127)",15
id-00000009,vgg19bn,backdoor,polygon-4,1.0170950889587402,0.846971333026886,3.150571584701538,0.5142322182655334,6.683260917663574,0.6440234780311584,5.210787773132324,2.0581007003784184,3.002537488937378,0.8736950755119324,5.053174018859863,1.1955595016479492,1.773202657699585,0.599481999874115,2.790297746658325,1.446453332901001,4.923774242401123,1.1137142181396484,8.456463813781737,1.2435054779052734,6.98399019241333,2.6575827598571777,4.775740146636963,1.4731770753860474,6.826376438140869,1.795041561126709,"(66, 193, 45)",21
